,Term
332,avail
333,technological 
334,human
335,organiz
336,resourc
337,identif
338,after
339,establish
340,context 
341,next
342,step
343,process
344,manag
345,risk
346,identifi
347,potenti
348,risks 
349,risk
350,event
351,that 
352,triggered 
353,caus
354,problem
355,benefits 
356,hence 
357,risk
358,identif
359,start
360,sourc
361,problem
362,competitor
363, benefit  
364,problem
365,itself 
366,sourc
367,analysi
368, 
369,risk
370,sourc
371,may
372,intern
373,extern
374,system
375,target
376,risk
377,manag
378, use
379,mitig
380,instead
381,manag
382,sinc
383,definit
384,risk
385,deal
386,factor
387,decision mak
388,cannot
389,managed  exampl
390,risk
391,sourc
392,are 
393,stakehold
394,project 
395,employe
396,compani
397,weather
398,airport 
399,problem
400,analysi
401, 
402,risk
403,relat
404,identifi
405,threats 
406,for
407,example 
408,threat
409,lose
410,money 
411,threat
412,abus
413,confidenti
414,inform
415,threat
416,human
417,errors 
418,accid
419,casualties 
420,the
421,threat
422,may
423,exist
424,variou
425,entities 
426,import
427,shareholders 
428,custom
429,legisl
430,bodi
431,government when
432,either
433,sourc
434,problem
435,known 
436,event
437,sourc
438,may
439,trigger
440,event
441,lead
442,problem
443,investigated 
444,for
445,example 
446,stakehold
447,withdraw
448,project
449,may
450,endang
451,fund
452,project 
453,confidenti
454,inform
455,may
456,stolen
457,employe
458,even
459,within
460,close
461,network 
462,lightn
463,strike
464,aircraft
465,takeoff
466,may
467,make
468,peopl
469,board
470,immedi
471,casualties 
472,the
473,chosen
474,method
475,identifi
476,risk
477,may
478,depend
479,culture 
480,industri
481,practic
482,compliance 
483,the
484,identif
485,method
486,form
487,templat
488,develop
489,templat
490,identifi
491,source 
492,problem
493,event 
494,common
495,risk
496,identif
497,method
498,are 
499,objectives bas
500,risk
501,identif
502, 
503,organ
504,project
505,team
506,objectives 
507,ani
508,event
509,may
510,endang
511,achiev
512,object
513,partli
514,complet
515,identifi
516,risk 
517,scenario bas
518,risk
519,identif
520, 
521,in
522,scenario
523,analysi
524,differ
525,scenario
526,created 
527,the
528,scenario
529,may
530,altern
531,way
532,achiev
533,objective 
534,analysi
535,interact
536,forc
537,in 
538,example 
539,market
540,battle 
541,ani
542,event
543,trigger
544,undesir
545,scenario
546,altern
547,identifi
548,risk
549, 
550,see
551,futur
552,studi
553,methodolog
554,use
555,futurists 
556,taxonomy bas
557,risk
558,identif
559, 
560,the
561,taxonomi
562,taxonomy bas
563,risk
564,identif
565,breakdown
566,possibl
567,risk
568,sources 
569,base
570,taxonomi
571,knowledg
572,best
573,practices 
574,questionnair
575,compiled 
576,the
577,answer
578,question
579,reveal
580,risks 
581,common risk
582,check
583, 
584,in
585,sever
586,industries 
587,list
588,known
589,risk
590,available 
591,each
592,risk
593,list
594,check
595,applic
596,particular
597,situation 
598,risk
599,chart
600, 
601,thi
602,method
603,combin
604,approach
605,list
606,resourc
607,risk 
608,threat
609,resources 
610,modifi
611,factor
612,may
613,increas
614,decreas
615,risk
616,consequ
617,wish
618,avoid 
619,creat
620,matrix
621,head
622,enabl
623,varieti
624,approaches 
625,one
626,begin
627,resourc
628,consid
629,threat
630,expos
631,consequ
632,each 
633,altern
634,one
635,start
636,threat
637,examin
638,resourc
639,would
640,affect 
641,one
642,begin
643,consequ
644,determin
645,combin
646,threat
647,resourc
648,would
649,involv
650,bring
651,about 
652,assess
653,onc
654,risk
655,identified 
656,must
657,assess
658,potenti
659,sever
660,impact
661, gener
662,neg
663,impact 
664,damag
665,loss 
666,probabl
667,occurrence 
668,these
669,quantiti
670,either
671,simpl
672,measure 
673,case
674,valu
675,lost
676,building 
677,imposs
678,know
679,sure
680,case
681,unlik
682,event 
683,probabl
684,occurr
685,unknown 
686,therefore 
687,assess
688,process
689,critic
690,make
691,best
692,educ
693,decis
694,order
695,properli
696,priorit
697,implement
698,risk
699,manag
700,plan 
701,even
702,short term
703,posit
704,improv
705,long term
706,neg
707,impacts 
708,take
709, turnpike 
710,example 
711,a
712,highway
713,widen
714,allow
715,traffic 
716,more
717,traffic
718,capac
719,lead
720,greater
721,develop
722,area
723,surround
724,improv
725,traffic
726,capacity 
727,over
728,time 
729,traffic
730,therebi
731,increas
732,fill
733,avail
734,capacity 
735,turnpik
736,therebi
737,need
738,expand
739,seemingli
740,endless
741,cycles 
742,there
743,mani
744,engin
745,exampl
746,expand
747,capac
748, to
749,function 
750,soon
751,fill
752,increas
753,demand 
754,sinc
755,expans
756,come
757,cost 
758,result
759,growth
760,could
761,becom
762,unsustain
763,without
764,forecast
765,management 
766,the
767,fundament
768,difficulti
769,risk
770,assess
771,determin
772,rate
773,occurr
774,sinc
775,statist
776,inform
777,avail
778,kind
779,past
780,incid
781,particularli
782,scanti
783,case
784,catastroph
785,events 
786,simpli
787,infrequency 
788,furthermore 
789,evalu
790,sever
791,consequ
792, impact 
793,often
794,quit
795,difficult
796,intang
797,assets 
798,asset
799,valuat
800,anoth
801,question
802,need
803,addressed 
804,thus 
805,best
806,educ
807,opinion
808,avail
809,statist
810,primari
811,sourc
812,information 
813,nevertheless 
814,risk
815,assess
816,produc
817,inform
818,senior
819,execut
820,organ
821,primari
822,risk
823,easi
824,understand
825,risk
826,manag
827,decis
828,may
829,priorit
830,within
831,overal
832,compani
833,goals 
834,thus 
835,sever
836,theori
837,attempt
838,quantifi
839,risks 
840,numer
841,differ
842,risk
843,formula
844,exist 
845,perhap
846,wide
847,accept
848,formula
849,risk
850,quantif
851,is 
852, rate
853, or
854,probability 
855,occurr
856,multipli
857,impact
858,event
859,equal
860,risk
861,magnitude  
862,risk
863,option
864,risk
865,mitig
866,measur
867,usual
868,formul
869,accord
870,one
871,follow
872,major
873,risk
874,options 
875,are 
876,design
877,new
878,busi
879,process
880,adequ
881,built in
882,risk
883,control
884,contain
885,measur
886,start 
887,period
888,re assess
889,risk
890,accept
891,ongo
892,process
893,normal
894,featur
895,busi
896,oper
897,modifi
898,mitig
899,measures 
900,transfer
901,risk
902,extern
903,agenc
904, e g 
905,insur
906,company 
907,avoid
908,risk
909,altogeth
910, e g 
911,close
912,particular
913,high risk
914,busi
915,area lat
916,research
917,shown
918,financi
919,benefit
920,risk
921,manag
922,less
923,depend
924,formula
925,use
926,depend
927,frequenc
928,risk
929,assess
930,performed 
931,in
932,busi
933,imper
934,abl
935,present
936,find
937,risk
938,assess
939,financial 
940,market 
941,schedul
942,terms 
943,robert
944,courtney
945,jr 
946, ibm 
947,1970 
948,propos
949,formula
950,present
951,risk
952,financi
953,terms 
954,the
955,courtney
956,formula
957,accept
958,offici
959,risk
960,analysi
961,method
962,us
963,government
964,agencies 
965,the
966,formula
967,propos
968,calcul
969,ale
970, annual
971,loss
972,expectancy 
973,compar
974,expect
975,loss
976,valu
977,secur
978,control
979,implement
980,cost
981, cost benefit
982,analysis  
983,potenti
984,risk
985,treatment
986,onc
987,risk
988,identifi
989,assessed 
990,techniqu
991,manag
992,risk
993,fall
994,one
995,four
996,major
997,categories 
998,avoid
999, eliminate 
1000,withdraw
1001,becom
1002,involved 
1003,reduct
1004, optim
1005, 
1006,mitigate 
1007,share
1008, transfer
1009, 
1010,outsourc
1011,insure 
1012,retent
1013, accept
1014,budget id
1015,use
1016,risk
1017,control
1018,strategi
1019,may
1020,possible 
1021,some
1022,may
1023,involv
1024,trade off
1025,accept
1026,organ
1027,person
1028,make
1029,risk
1030,manag
1031,decisions 
1032,anoth
1033,source 
1034,us
1035,depart
1036,defens
1037, see
1038,link  
1039,defens
1040,acquisit
1041,university 
1042,call
1043,categori
1044,acat 
1045,avoid 
1046,control 
1047,accept 
1048,transfer 
1049,thi
1050,use
1051,acat
1052,acronym
1053,reminisc
1054,anoth
1055,acat
1056, for
1057,acquisit
1058,category 
1059,use
1060,us
1061,defens
1062,industri
1063,procurements 
1064,risk
1065,manag
1066,figur
1067,promin
1068,decis
1069,make
1070,planning 
1071,risk
1072,avoid
1073,risk
1074,reduct
1075,risk
1076,share
1077,risk
1078,retent
1079,risk
1080,manag
1081,plan
1082,select
1083,appropri
1084,control
1085,countermeasur
1086,mitig
1087,risk 
1088,risk
1089,mitig
1090,need
1091,approv
1092,appropri
1093,level
1094,management 
1095,for
1096,instance 
1097,risk
1098,concern
1099,imag
1100,organ
1101,top
1102,manag
1103,decis
1104,behind
1105,wherea
1106,it
1107,manag
1108,would
1109,author
1110,decid
1111,comput
1112,viru
1113,risks 
1114,the
1115,risk
1116,manag
1117,plan
1118,propos
1119,applic
1120,effect
1121,secur
1122,control
1123,manag
1124,risks 
1125,for
1126,example 
1127,observ
1128,high
1129,risk
1130,comput
1131,virus
1132,could
1133,mitig
1134,acquir
1135,implement
1136,antiviru
1137,software 
1138,a
1139,good
1140,risk
1141,manag
1142,plan
1143,contain
1144,schedul
1145,control
1146,implement
1147,respons
1148,person
1149,actions 
1150,accord
1151,iso iec
1152,27001 
1153,stage
1154,immedi
1155,complet
1156,risk
1157,assess
1158,phase
1159,consist
1160,prepar
1161,risk
1162,treatment
1163,plan 
1164,document
1165,decis
1166,identifi
1167,risk
1168,handled 
1169,mitig
1170,risk
1171,often
1172,mean
1173,select
1174,secur
1175,controls 
1176,document
1177,statement
1178,applicability 
1179,identifi
1180,particular
1181,control
1182,object
1183,control
1184,standard
1185,selected 
1186,why 
1187,implement
1188,implement
1189,follow
1190,plan
1191,method
1192,mitig
1193,effect
1194,risks 
1195,purchas
1196,insur
1197,polici
1198,risk
1199,decid
1200,transfer
1201,insurer 
1202,avoid
1203,risk
1204,avoid
1205,without
1206,sacrif
1207,entity 
1208,goals 
1209,reduc
1210,others 
1211,retain
1212,rest 
1213,review
1214,evalu
1215,plan
1216,initi
1217,risk
1218,manag
1219,plan
1220,never
1221,perfect 
1222,practice 
1223,experience 
1224,actual
1225,loss
1226,result
1227,necessit
1228,chang
1229,plan
1230,contribut
1231,inform
1232,allow
1233,possibl
1234,differ
1235,decis
1236,made
1237,deal
1238,risk
1239,faced 
1240,risk
1241,analysi
1242,result
1243,manag
1244,plan
1245,updat
1246,periodically 
1247,there
1248,two
1249,primari
1250,reason
1251,this 
1252,evalu
1253,whether
1254,previous
1255,select
1256,secur
1257,control
1258,still
1259,applic
1260,effect
1261,evalu
1262,possibl
1263,risk
1264,level
1265,chang
1266,busi
1267,environment 
1268,for
1269,example 
1270,inform
1271,risk
1272,good
1273,exampl
1274,rapidli
1275,chang
1276,busi
1277,environment 
1278,limit
1279,priorit
1280,risk
1281,manag
1282,process
1283,highli
1284,could
1285,keep
1286,organ
1287,ever
1288,complet
1289,project
1290,even
1291,get
1292,started 
1293,thi
1294,especi
1295,true
1296,work
1297,suspend
1298,risk
1299,manag
1300,process
1301,consid
1302,complete 
1303,it
1304,also
1305,import
1306,keep
1307,mind
1308,distinct
1309,risk
1310,uncertainty 
1311,risk
1312,measur
1313,impact
1314, 
1315,probability 
1316,if
1317,risk
1318,improperli
1319,assess
1320,prioritized 
1321,time
1322,wast
1323,deal
1324,risk
1325,loss
1326,like
1327,occur 
1328,spend
1329,much
1330,time
1331,assess
1332,manag
1333,unlik
1334,risk
1335,divert
1336,resourc
1337,could
1338,use
1339,profitably 
1340,unlik
1341,event
1342,occur
1343,risk
1344,unlik
1345,enough
1346,occur
1347,may
1348,better
1349,simpli
1350,retain
1351,risk
1352,deal
1353,result
1354,loss
1355,fact
1356,occur 
1357,qualit
1358,risk
1359,assess
1360,subject
1361,lack
1362,consistency 
1363,the
1364,primari
1365,justif
1366,formal
1367,risk
1368,assess
1369,process
1370,legal
1371,bureaucratic 
1372,area
1373,as
1374,appli
1375,corpor
1376,finance 
1377,risk
1378,manag
1379,techniqu
1380,measuring 
1381,monitor
1382,control
1383,financi
1384,oper
1385,risk
1386,firm 
1387,balanc
1388,sheet 
1389,tradit
1390,measur
1391,valu
1392,risk
1393, var  
1394,also
1395,measur
1396,like
1397,profit
1398,risk
1399, par 
1400,margin
1401,risk 
1402,the
1403,basel
1404,ii
1405,framework
1406,break
1407,risk
1408,market
1409,risk
1410, price
1411,risk  
1412,credit
1413,risk
1414,oper
1415,risk
1416,also
1417,specifi
1418,method
1419,calcul
1420,capit
1421,requir
1422,components 
1423,in
1424,inform
1425,technology 
1426,risk
1427,manag
1428,includ
1429, incid
1430,handling  
1431,action
1432,plan
1433,deal
1434,intrusions 
1435,cyber theft 
1436,denial
1437,service 
1438,fire 
1439,floods 
1440,security rel
1441,events 
1442,accord
1443,san
1444,institute 
1445,six
1446,step
1447,process 
1448,preparation 
1449,identification 
1450,containment 
1451,eradication 
1452,recovery 
1453,lesson
1454,learned 
1455,enterpris
1456,in
1457,enterpris
1458,risk
1459,management 
1460,risk
1461,defin
1462,possibl
1463,event
1464,circumst
1465,neg
1466,influenc
1467,enterpris
1468,question 
1469,it
1470,impact
1471,existence 
1472,resourc
1473, human
1474,capital  
1475,product
1476,services 
1477,custom
1478,enterprise 
1479,well
1480,extern
1481,impact
1482,society 
1483,markets 
1484,environment 
1485,in
1486,financi
1487,institution 
1488,enterpris
1489,risk
1490,manag
1491,normal
1492,thought
1493,combin
1494,credit
1495,risk 
1496,interest
1497,rate
1498,risk
1499,asset
1500,liabil
1501,management 
1502,liquid
1503,risk 
1504,market
1505,risk 
1506,oper
1507,risk 
1508,in
1509,gener
1510,case 
1511,everi
1512,probabl
1513,risk
1514,pre formul
1515,plan
1516,deal
1517,possibl
1518,consequ
1519, to
1520,ensur
1521,conting
1522,risk
1523,becom
1524,liability  
1525,from
1526,inform
1527,averag
1528,cost
1529,per
1530,employe
1531,time 
1532,cost
1533,accrual
1534,ratio 
1535,project
1536,manag
1537,estimate 
1538,cost
1539,associ
1540,risk
1541,arises 
1542,estim
1543,multipli
1544,employe
1545,cost
1546,per
1547,unit
1548,time
1549,estim
1550,time
1551,lost
1552, cost
1553,impact 
1554,c
1555,c
1556, 
1557,cost
1558,accrual
1559,ratio
1560, 
1561,s  
1562,probabl
1563,increas
1564,time
1565,associ
1566,risk
1567, schedul
1568,varianc
1569,due
1570,risk 
1571,rs
1572,rs
1573, 
1574,p
1575, 
1576,s  
1577,sort
1578,valu
1579,put
1580,highest
1581,risk
1582,schedul
1583,first 
1584,thi
1585,intend
1586,caus
1587,greatest
1588,risk
1589,project
1590,attempt
1591,first
1592,risk
1593,minim
1594,quickli
1595,possible 
1596,thi
1597,slightli
1598,mislead
1599,schedul
1600,varianc
1601,larg
1602,p
1603,small
1604,s
1605,vice
1606,versa
1607,equivalent 
1608, the
1609,risk
1610,rm
1611,titan
1612,sink
1613,vs 
1614,passengers 
1615,meal
1616,serv
1617,slightli
1618,wrong
1619,time  
1620,probabl
1621,increas
1622,cost
1623,associ
1624,risk
1625, cost
1626,varianc
1627,due
1628,risk 
1629,rc
1630,rc
1631, 
1632,p c
1633, 
1634,p car 
1635, 
1636,p s car 
1637,sort
1638,valu
1639,put
1640,highest
1641,risk
1642,budget
1643,first 
1644,see
1645,concern
1646,schedul
1647,varianc
1648,function
1649,it 
1650,illustr
1651,equat
1652,above risk
1653,project
1654,process
1655,due
1656,either
1657,special
1658,caus
1659,variat
1660,common
1661,caus
1662,variat
1663,requir
1664,appropri
1665,treatment 
1666,that
1667,re iter
1668,concern
1669,extrem
1670,case
1671,equival
1672,list
1673,immedi
1674,above 
1675,enterpris
1676,secur
1677,esrm
1678,secur
1679,program
1680,manag
1681,approach
1682,link
1683,secur
1684,activ
1685,enterprise 
1686,mission
1687,busi
1688,goal
1689,risk
1690,manag
1691,methods 
1692,the
1693,secur
1694,leader 
1695,role
1696,esrm
1697,manag
1698,risk
1699,harm
1700,enterpris
1701,asset
1702,partnership
1703,busi
1704,leader
1705,whose
1706,asset
1707,expos
1708,risks 
1709,esrm
1710,involv
1711,educ
1712,busi
1713,leader
1714,realist
1715,impact
1716,identifi
1717,risks 
1718,present
1719,potenti
1720,strategi
1721,mitig
1722,impacts 
1723,enact
1724,option
1725,chosen
1726,busi
1727,line
1728,accept
1729,level
1730,busi
1731,risk
1732,toler
1733,medic
1734,devic
1735,for
1736,medic
1737,devices 
1738,risk
1739,manag
1740,process
1741,identifying 
1742,evalu
1743,mitig
1744,risk
1745,associ
1746,harm
1747,peopl
1748,damag
1749,properti
1750,environment 
1751,risk
1752,manag
1753,integr
1754,part
1755,medic
1756,devic
1757,design
1758,development 
1759,product
1760,process
1761,evalu
1762,field
1763,experience 
1764,applic
1765,type
1766,medic
1767,devices 
1768,the
1769,evid
1770,applic
1771,requir
1772,regulatori
1773,bodi
1774,us
1775,fda 
1776,the
1777,manag
1778,risk
1779,medic
1780,devic
1781,describ
1782,intern
1783,organ
1784,standard
1785, iso 
1786,iso
1787,14971 2007 
1788,medic
1789,devices th
1790,applic
1791,risk
1792,manag
1793,medic
1794,devices 
1795,product
1796,safeti
1797,standard 
1798,the
1799,standard
1800,provid
1801,process
1802,framework
1803,associ
1804,requir
1805,manag
1806,responsibilities 
1807,risk
1808,analysi
1809,evaluation 
1810,risk
1811,control
1812,lifecycl
1813,risk
1814,management 
1815,the
1816,european
1817,version
1818,risk
1819,manag
1820,standard
1821,updat
1822,2009
1823,2012
1824,refer
1825,medic
1826,devic
1827,direct
1828, mdd 
1829,activ
1830,implant
1831,medic
1832,devic
1833,direct
1834, aimdd 
1835,revis
1836,2007 
1837,well
1838,in
1839,vitro
1840,medic
1841,devic
1842,direct
1843, ivdd  
1844,the
1845,requir
1846,en
1847,14971 2012
1848,nearli
1849,ident
1850,iso
1851,14971 2007 
1852,the
1853,differ
1854,includ
1855,three
1856,  informative  
1857,z
1858,annex
1859,refer
1860,new
1861,mdd 
1862,aimdd 
1863,ivdd 
1864,these
1865,annex
1866,indic
1867,content
1868,deviat
1869,includ
1870,requir
1871,risk
1872,reduc
1873,far
1874,possible 
1875,requir
1876,risk
1877,mitig
1878,design
1879,label
1880,medic
1881,devic
1882, i e  
1883,label
1884,longer
1885,use
1886,mitig
1887,risk  
1888,typic
1889,risk
1890,analysi
1891,evalu
1892,techniqu
1893,adopt
1894,medic
1895,devic
1896,industri
1897,includ
1898,hazard
1899,analysis 
1900,fault
1901,tree
1902,analysi
1903, fta  
1904,failur
1905,mode
1906,effect
1907,analysi
1908, fmea  
1909,hazard
1910,oper
1911,studi
1912, hazop  
1913,risk
1914,traceabl
1915,analysi
1916,ensur
1917,risk
1918,control
1919,implement
1920,effect
1921, i e 
1922,track
1923,risk
1924,identifi
1925,product
1926,requirements 
1927,design
1928,specifications 
1929,verif
1930,valid
1931,result
1932,etc   
1933,fta
1934,analysi
1935,requir
1936,diagram
1937,software 
1938,fmea
1939,analysi
1940,done
1941,use
1942,spreadsheet
1943,program 
1944,there
1945,also
1946,integr
1947,medic
1948,devic
1949,risk
1950,manag
1951,solutions 
1952,through
1953,draft
1954,guidance 
1955,fda
1956,introduc
1957,anoth
1958,method
1959,name
1960, safeti
1961,assur
1962,case 
1963,medic
1964,devic
1965,safeti
1966,assur
1967,analysis 
1968,the
1969,safeti
1970,assur
1971,case
1972,structur
1973,argument
1974,reason
1975,system
1976,appropri
1977,scientist
1978,engineers 
1979,support
1980,bodi
1981,evidence 
1982,provid
1983,compelling 
1984,comprehens
1985,valid
1986,case
1987,system
1988,safe
1989,given
1990,applic
1991,given
1992,environment 
1993,with
1994,guidance 
1995,safeti
1996,assur
1997,case
1998,expect
1999,safeti
2000,critic
2001,devic
2002, e g 
2003,infus
2004,devices 
2005,part
2006,pre market
2007,clearanc
2008,submission 
2009,e g 
2010,510 k  
2011,in
2012,2013 
2013,fda
2014,introduc
2015,anoth
2016,draft
2017,guidanc
2018,expect
2019,medic
2020,devic
2021,manufactur
2022,submit
2023,cybersecur
2024,risk
2025,analysi
2026,information 
2027,project
2028,manag
2029,project
2030,risk
2031,manag
2032,must
2033,consid
2034,differ
2035,phase
2036,acquisition 
2037,in
2038,begin
2039,project 
2040,advanc
2041,technic
2042,developments 
2043,threat
2044,present
2045,competitor 
2046,projects 
2047,may
2048,caus
2049,risk
2050,threat
2051,assess
2052,subsequ
2053,evalu
2054,altern
2055, see
2056,analysi
2057,alternatives  
2058,onc
2059,decis
2060,made 
2061,project
2062,begun 
2063,familiar
2064,project
2065,manag
2066,applic
2067,used 
2068,plan
2069,risk
2070,manag
2071,particular
2072,project 
2073,plan
2074,includ
2075,risk
2076,manag
2077,tasks 
2078,responsibilities 
2079,activ
2080,budget 
2081,assign
2082,risk
2083,offic
2084, 
2085,team
2086,member
2087,project
2088,manag
2089,respons
2090,forese
2091,potenti
2092,project
2093,problems 
2094,typic
2095,characterist
2096,risk
2097,offic
2098,healthi
2099,skepticism 
2100,maintain
2101,live
2102,project
2103,risk
2104,database 
2105,each
2106,risk
2107,follow
2108,attributes 
2109,open
2110,date 
2111,title 
2112,short
2113,description 
2114,probabl
2115,importance 
2116,option
2117,risk
2118,may
2119,assign
2120,person
2121,respons
2122,resolut
2123,date
2124,risk
2125,must
2126,resolved 
2127,creat
2128,anonym
2129,risk
2130,report
2131,channel 
2132,each
2133,team
2134,member
2135,possibl
2136,report
2137,risk
2138,he sh
2139,forese
2140,project 
2141,prepar
2142,mitig
2143,plan
2144,risk
2145,chosen
2146,mitigated 
2147,the
2148,purpos
2149,mitig
2150,plan
2151,describ
2152,particular
2153,risk
2154,handl
2155, 
2156,what 
2157,when 
2158,done
2159,avoid
2160,minim
2161,consequ
2162,becom
2163,liability 
2164,summar
2165,plan
2166,face
2167,risks 
2168,effect
2169,mitig
2170,activities 
2171,effort
2172,spent
2173,risk
2174,management 
2175,megaproject
2176, infrastructure 
2177,megaproject
2178, sometim
2179,also
2180,call
2181, major
2182,programs  
2183,large scal
2184,invest
2185,projects 
2186,typic
2187,cost
2188, 1
2189,billion
2190,per
2191,project 
2192,megaproject
2193,includ
2194,major
2195,bridges 
2196,tunnels 
2197,highways 
2198,railways 
2199,airports 
2200,seaports 
2201,power
2202,plants 
2203,dams 
2204,wastewat
2205,projects 
2206,coastal
2207,flood
2208,protect
2209,schemes 
2210,oil
2211,natur
2212,ga
2213,extract
2214,projects 
2215,public
2216,buildings 
2217,inform
2218,technolog
2219,systems 
2220,aerospac
2221,projects 
2222,defens
2223,systems 
2224,megaproject
2225,shown
2226,particularli
2227,riski
2228,term
2229,finance 
2230,safety 
2231,social
2232,environment
2233,impacts 
2234,risk
2235,manag
2236,therefor
2237,particularli
2238,pertin
2239,megaproject
2240,special
2241,method
2242,special
2243,educ
2244,develop
2245,risk
2246,management 
2247,natur
2248,disast
2249,it
2250,import
2251,assess
2252,risk
2253,regard
2254,natur
2255,disast
2256,like
2257,floods 
2258,earthquakes 
2259,on 
2260,outcom
2261,natur
2262,disast
2263,risk
2264,assess
2265,valuabl
2266,consid
2267,futur
2268,repair
2269,costs 
2270,busi
2271,interrupt
2272,loss
2273,downtime 
2274,effect
2275,environment 
2276,insur
2277,costs 
2278,propos
2279,cost
2280,reduc
2281,risk 
2282,the
2283,sendai
2284,framework
2285,disast
2286,risk
2287,reduct
2288,2015
2289,intern
2290,accord
2291,set
2292,goal
2293,target
2294,disast
2295,risk
2296,reduct
2297,respons
2298,natur
2299,disasters 
2300,there
2301,regular
2302,intern
2303,disast
2304,risk
2305,confer
2306,davo
2307,deal
2308,integr
2309,risk
2310,management 
2311,inform
2312,technolog
2313,it
2314,risk
2315,risk
2316,relat
2317,inform
2318,technology 
2319,thi
2320,rel
2321,new
2322,term
2323,due
2324,increas
2325,awar
2326,inform
2327,secur
2328,simpli
2329,one
2330,facet
2331,multitud
2332,risk
2333,relev
2334,it
2335,real
2336,world
2337,process
2338,supports 
2339,isaca 
2340,risk
2341,it
2342,framework
2343,tie
2344,it
2345,risk
2346,enterpris
2347,risk
2348,management 
2349,duti
2350,care
2351,risk
2352,analysi
2353, docra 
2354,evalu
2355,risk
2356,safeguard
2357,consid
2358,interest
2359,parti
2360,potenti
2361,affect
2362,risks 
2363,ci
2364,ram
2365,provid
2366,method
2367,design
2368,evalu
2369,implement
2370,ci
2371,controls  
2372,petroleum
2373,natur
2374,ga
2375,for
2376,offshor
2377,oil
2378,ga
2379,industry 
2380,oper
2381,risk
2382,manag
2383,regul
2384,safeti
2385,case
2386,regim
2387,mani
2388,countries 
2389,hazard
2390,identif
2391,risk
2392,assess
2393,tool
2394,techniqu
2395,describ
2396,intern
2397,standard
2398,iso
2399,17776 2000 
2400,organis
2401,iadc
2402, intern
